"uri","answering body","answer text","answering member > label","answering member constituency","answering member printed","date of answer","uin"
"http://data.parliament.uk/resources/100343/answer","Department for Culture Media and Sport","<p>Tourists to the UK travel on a visit visa. In 2010, according to the International Passenger Survey, 111,100 visits were made by people who reported their nationality as Chinese.</p>","Biography information for Mrs Helen Grant","Maidstone and The Weald","Mrs Helen Grant","2014-10-27","211502"
"http://data.parliament.uk/resources/100344/answer","Department for Culture Media and Sport","<p>The table shows the proportion of Chinese overseas tourists that visited the UK since 2010 according to the International Passenger Survey and Tourism Economics:</p><p> </p><table><tbody><tr><td><p> </p></td><td><p>2010</p></td><td><p>2011</p></td><td><p>2012</p></td><td><p>2013</p></td></tr><tr><td><p>Visits by residents of mainland China</p></td><td><p>109,500</p></td><td><p>148,500</p></td><td><p>178,700</p></td><td><p>196,000</p></td></tr><tr><td><p>Visits who report their nationality as Chinese</p></td><td><p>111,100</p></td><td><p>144,700</p></td><td><p>170,100</p></td><td><p>201,900</p></td></tr><tr><td><p>Share of outbound from China that is to the UK</p></td><td><p>0.3%</p></td><td><p>0.4%</p></td><td><p>0.4%</p></td><td><p>0.3%</p></td></tr></tbody></table><p> </p><p><strong> </strong></p>","Biography information for Mrs Helen Grant","Maidstone and The Weald","Mrs Helen Grant","2014-10-27","221656"
"http://data.parliament.uk/resources/100345/answer","Department for Culture Media and Sport","<p>My Rt Hon. Friend, the Secretary of State and myself routinely meet with Ministerial colleagues to discuss a range of matters.</p>","Biography information for Mrs Helen Grant","Maidstone and The Weald","Mrs Helen Grant","2014-10-27","211645"
"http://data.parliament.uk/resources/100346/answer","Ministry of Defence","<p>The combined effects of the implementation of the Boyce Review on the Armed Forces Compensation Scheme (AFCS) and the increase in the number of applications for War Disablement Pension, as a result of more people with pre-April 2005 Service reaching the end of their engagement, led to delays in processing prospective claims for these schemes.</p><p> </p><p>Actions were therefore put in place which had the effect of reducing the on-hand cases in the AFCS by half and the programme has returned to target. In War Disablement Pension the on-hand cases have fallen by 35% and waiting times have reduced.</p><p> </p><p>The average length of time taken to process War Pension and Armed Forces Compensation Scheme claims since 2010 can be found below:</p><p> </p><p>WAR PENSIONS SCHEME</p><p> </p><p>2010-11 - 39 working days</p><p>2011-12 - 51 working days</p><p>2012-13 - 82 working days</p><p>2013-14 - 110 working days</p><p>2014-15 (as at 21 October 2014) - 103 working days</p><p> </p><p> </p><p>ARMED FORCES COMPENSATION SCHEME</p><p> </p><p>2010-11 - 93 working days</p><p>2011-12 - 125 working days</p><p>2012-13 - 164 working days</p><p>2013-14 - 109 working days</p><p>2014-15 (as at 21 October 2014) - 89 working days</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p>","Biography information for Anna Soubry","Broxtowe","Anna Soubry","2014-11-04","211437"
"http://data.parliament.uk/resources/100347/answer","Ministry of Defence","<p>The Government's overwhelming priority is to ensure that the UK plays a leading role in providing the Government of Sierra Leone with the support it needs to tackle the Ebola crisis. The Department is working closely with the Department for International Development to identify and recover from the international aid budget, the net additional costs associated with the MOD's contribution to this vital commitment.</p>","Biography information for Mr Mark Francois","Rayleigh and Wickford","Mr Mark Francois","2014-10-27","211459"
"http://data.parliament.uk/resources/100348/answer","Ministry of Defence","<p>The information is not held centrally and could be provided only at disproportionate cost.</p>","Biography information for Anna Soubry","Broxtowe","Anna Soubry","2014-11-04","211427"
"http://data.parliament.uk/resources/100349/answer","Ministry of Defence","<p>The Government believes that the country owes a particular debt of gratitude to those Service personnel who suffer life-changing injuries.<br><br>The Ministry of Defence therefore continues to improve the support that it offers to such personnel. In particular we now operate a Seriously Injured Leavers Protocol (SIL) which aims to ensure the identification of and ongoing support for, those Service leavers deemed likely to be medically discharged due to a severe physical or mental disablement.<br><br>This identification is based upon defined major disabling medical criteria, whilst the support is organised through the closer working of MOD in-Service and post Service welfare groups. The MOD’s Veterans Welfare Service proactively intervenes for 24 months and then maintains contact as required but at least yearly on the anniversary of discharge. Full details of the SIL protocol are available at the following website: http://www.veterans-uk.info/welfare/protocol_new.html</p>","Biography information for Anna Soubry","Broxtowe","Anna Soubry","2014-10-27","211428"
"http://data.parliament.uk/resources/100350/answer","Ministry of Defence","<p>Further to the answer I gave the hon. Member on 6 October 2014, Question UIN 208271 refers, we continue to make progress on this issue. As stated previously, we fully endorse existing, strong credit unions expanding their membership to the Armed Forces community.</p><p> </p><p>I met Lord Kennedy on 15 October 2014 to discuss the matter of credit unions for members of the Armed Forces. I confirmed that the facilitation of payroll deduction for credit unions is technically possible and our payroll provider is engaged with officials to scope and cost such deductions. Further work is under way to determine the criteria for access to this facility, and to develop an education campaign for our personnel to enable them to make informed financial choices.</p><p> </p><p> </p>","Biography information for Anna Soubry","Broxtowe","Anna Soubry","2014-10-30","211506"
"http://data.parliament.uk/resources/100351/answer","Ministry of Defence","<p>The document requested is being reviewed. Once the review is complete, it will be placed in the Library of the House.</p><p> </p>","Biography information for Mr Julian Brazier","Canterbury","Mr Julian Brazier","2014-10-28","211635"
"http://data.parliament.uk/resources/100352/answer","Department for Education","<p>The approach the Department for Education has adopted is to make the assessment of children’s rights an integral part of policy and legislative development rather than a one-off exercise. The results of this approach are reflected in the equality impact assessment published for the Education Act 2011.[1]</p><p>Our consideration of children’s rights during the legislative process also takes account of advice from the Joint Committee on Human Rights.</p><p>The Office of the Children’s Commissioner is an independent non-Departmental public body and is responsible for publishing the reports it produces.[2]</p><p>The ECHR and UNCRC note on the Children and Families Act 2014.[3]</p><p>[1] <a href="http://www.webarchive.nationalarchives.gov.uk/20130802140618/https:/media.education.gov.uk/assets/files/pdf/e/the%20education%20act%202011%20equalities%20impact%20assessment.pdf" target="_blank">www.webarchive.nationalarchives.gov.uk/20130802140618/https://media.education.gov.uk/assets/files/pdf/e/the%20education%20act%202011%20equalities%20impact%20assessment.pdf</a></p><p>[2] <a href="http://www.childrenscommissioner.gov.uk/" target="_blank">www.childrenscommissioner.gov.uk</a></p><p>[3] <a href="http://www.webarchive.nationalarchives.gov.uk/20140430083435/http:/www.education.gov.uk/dfe/b00221161/children-families-bill" target="_blank">www.webarchive.nationalarchives.gov.uk/20140430083435/http:/www.education.gov.uk/dfe/b00221161/children-families-bill</a></p><p> </p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211622"
"http://data.parliament.uk/resources/100353/answer","Department for Education","<p>The approach the Department for Education has adopted is to make the assessment of children’s rights an integral part of policy and legislative development rather than a one-off exercise. The results of this approach are reflected in the equality impact assessment published for the Education Act 2011.[1]</p><p>Our consideration of children’s rights during the legislative process also takes account of advice from the Joint Committee on Human Rights.</p><p>The Office of the Children’s Commissioner is an independent non-Departmental public body and is responsible for publishing the reports it produces.[2]</p><p>The ECHR and UNCRC note on the Children and Families Act 2014.[3]</p><p>[1] <a href="http://www.webarchive.nationalarchives.gov.uk/20130802140618/https:/media.education.gov.uk/assets/files/pdf/e/the%20education%20act%202011%20equalities%20impact%20assessment.pdf" target="_blank">www.webarchive.nationalarchives.gov.uk/20130802140618/https://media.education.gov.uk/assets/files/pdf/e/the%20education%20act%202011%20equalities%20impact%20assessment.pdf</a></p><p>[2] <a href="http://www.childrenscommissioner.gov.uk/" target="_blank">www.childrenscommissioner.gov.uk</a></p><p>[3] <a href="http://www.webarchive.nationalarchives.gov.uk/20140430083435/http:/www.education.gov.uk/dfe/b00221161/children-families-bill" target="_blank">www.webarchive.nationalarchives.gov.uk/20140430083435/http:/www.education.gov.uk/dfe/b00221161/children-families-bill</a></p><p> </p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211621"
"http://data.parliament.uk/resources/100354/answer","Department for Education","<p>The Department for Education is asking schools, like other employers across the public sector, to contribute more towards their employees’ pensions to ensure that the cost of public sector pension schemes do not fall unfairly on taxpayers. Our protection of the core schools budget in real terms means that schools are well-placed to cope with changes in their costs in 2015-16. The Department has also deferred the introduction of the increase to September 2015, giving schools an additional five months to plan how they will meet the additional pensions cost.</p><p>In addition, the Chancellor confirmed that the next spending review will take into account the cost to employers of the reforms to the Teachers’ Pension Scheme and the implications for National Insurance.</p>","Biography information for Mr David Laws","Yeovil","Mr David Laws","2014-10-27","211581"
"http://data.parliament.uk/resources/100355/answer","Department for Education","<p>Our online survey of free schools asked only whether they were operating terms and school years that were different to other schools in the local area. It did not collect data on the actual lengths of terms and school years in the free schools or other local schools.</p><p> </p><p> </p><p> </p><p>Two out of 74 (3%) of the free schools completing the survey stated that they do not offer personal, social, health and economic education.</p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-28","211518"
"http://data.parliament.uk/resources/100356/answer","Department for Education","<p>Our online survey of free schools asked only whether they were operating terms and school years that were different to other schools in the local area. It did not collect data on the actual lengths of terms and school years in the free schools or other local schools.</p><p> </p><p> </p><p> </p><p>Two out of 74 (3%) of the free schools completing the survey stated that they do not offer personal, social, health and economic education.</p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-28","211517"
"http://data.parliament.uk/resources/100357/answer","Department for Education","<p>Our online survey of free schools asked only whether they were operating terms and school years that were different to other schools in the local area. It did not collect data on the actual lengths of terms and school years in the free schools or other local schools.</p><p> </p><p> </p><p> </p><p>Two out of 74 (3%) of the free schools completing the survey stated that they do not offer personal, social, health and economic education.</p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-28","211521"
"http://data.parliament.uk/resources/100358/answer","Department for Education","<p>Responsibility for action to tackle child maltreatment and respond to the needs of vulnerable children rests primarily with local government, alongside other local agencies, including health services and the police. This work is co-ordinated by local safeguarding children boards. Our statutory guidance, ‘Working Together to Safeguard Children’<em>, </em>sets the framework within which local agencies should work on a multi-agency basis to safeguard children. Ofsted inspects local authority services for children in need of help and protection, and inspections focus on the quality of these services, including whether the right decisions are made for young people and whether they are made at the right time.</p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211628"
"http://data.parliament.uk/resources/100359/answer","Department for Education","<p>Destination measures were produced for students who entered an A level or other Level 3 qualification in June 2014 for the 2010/11 cohort, showing their destinations in 2011/12. This was the first time that the data had been compiled separately for Further Education (FE) students – those in FE Colleges, Sixth Form Colleges and FE providers – and those in school sixth forms</p><p>The table below shows data for Pendle, Lancashire and the North West for FE students (students in FE Colleges, Sixth Form Colleges and FE providers). Separate figures for full-time employment are not available.</p><p>The published tables, which include comparable data for school sixth forms, are published online at:</p><p><a href="https://www.gov.uk/government/statistics/destinations-of-key-stage-4-and-key-stage-5-pupils-2011-to-2012" target="_blank">www.gov.uk/government/statistics/destinations-of-key-stage-4-and-key-stage-5-pupils-2011-to-2012</a></p><p>The figures for 2011/12 are:</p><table><tbody><tr><td colspan="8"><p>Destination Measures for key stage 5: 2010/11 cohort<sup>1</sup> from further education going into a 2011/12 destination.</p></td></tr><tr><td colspan="2"> </td><td colspan="4"><p>Percentage going into a sustained<sup>2</sup> destination</p></td><td colspan="2"> </td></tr><tr><td><p>Area</p></td><td><p>Number<sup>3</sup> <br>of further <br>education<sup>4</sup> <br>students</p></td><td><p>Higher<sup>5</sup> <br>Education</p></td><td><p>Employment <br>and/or Training<sup>6</sup></p></td><td><p>Apprenticeships</p></td><td><p>Other<sup>7</sup> <br>sustained<sup>2</sup> <br>destinations</p></td><td><p>Destination <br>not sustained<sup>2</sup>/NEET</p></td><td><p>Activity not captured <br>in the data<sup>8</sup></p></td></tr><tr><td><p>North West</p></td><td><p>31,820</p></td><td><p>51%</p></td><td><p>6%</p></td><td><p>5%</p></td><td><p>10%</p></td><td><p>13%</p></td><td><p>15%</p></td></tr><tr><td><p>Lancashire</p></td><td><p>5,390</p></td><td><p>54%</p></td><td><p>6%</p></td><td><p>5%</p></td><td><p>8%</p></td><td><p>14%</p></td><td><p>13%</p></td></tr><tr><td><p>Pendle</p></td><td><p>380</p></td><td><p>52%</p></td><td><p>3%</p></td><td><p>5%</p></td><td><p>11%</p></td><td><p>13%</p></td><td><p>16%</p></td></tr></tbody></table><p><em>Source: National pupil database</em></p><p>Notes:</p><ol><li>All students who entered an A Level or other Level 3 qualification. This includes all level 3 qualifications i.e. general or applied A levels, AS examinations or other level 3 qualifications. These students are mostly academic age 17. There are also a number of students of academic age 16 and 18 in the cohort.</li><li>Sustained participation for the first two terms, October to March.</li><li>Number of students rounded to the nearest 10.</li><li>Further Education includes students from Further Education Colleges, Sixth Form Colleges and other Further Education providers; it excludes school sixth forms.</li><li>Higher Education includes students at Higher Education institutions or undertaking Higher Education provision at a Further Education college.</li><li>This includes all young people who were recorded as having been in employment and/or training for at least 5 months for the sustained period, October to March.</li><li>Other sustained destinations include school sixth forms, sixth form colleges, further education colleges, other further education providers, independent schools and specialist providers.</li><li>‘Activity not captured in data' means the young person was not found in an education, employment or a recorded NEET destination. Possible reasons for this could be that the young person was attending an independent college or school that was not captured in the awarding body data, a Scottish or Welsh college or school, they have left the country, are in custody or their whereabouts are not known.</li></ol><p> </p><p> </p><p> </p><p> </p>","Biography information for Nick Boles","Grantham and Stamford","Nick Boles","2014-10-29","211558"
"http://data.parliament.uk/resources/100360/answer","Department for Education","<p>The Department for Education has not incurred any costs for the design or editing of the British Armed Forces Learning Resource 2014.</p>","Biography information for Mr David Laws","Yeovil","Mr David Laws","2014-10-28","211549"
"http://data.parliament.uk/resources/100361/answer","Department for Education","<p>This information is not provided to the Department for Education by local authorities.</p><p>Local authorities and their partners across education, health and social care are implementing the special educational needs and disabilities (SEND) reforms which came into force on 1 September this year. The Department is working closely with local authorities and local Parent carer forums to understand how local implementation of the Children and Families Act 2014 is progressing. Summary findings of the autumn implementation survey will be published before the end of the year. We will also publish local authority data on an annual basis, starting summer 2015.</p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211457"
"http://data.parliament.uk/resources/100362/answer","Department for Education","<p>The model articles for academies set out the governance arrangements which we expect academy trusts to follow. They include the arrangements for appointing and electing members, directors and parent directors/governors. The Department for Education provides additional guidance on academies governance through the governors’ handbook and the academies financial handbook.</p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211476"
"http://data.parliament.uk/resources/100363/answer","Department for Education","<p>The following table provides the full-time equivalent (FTE) number and proportion of male and female regular teachers in service (full-time head count of regular teachers and FTE of part-time regular teachers) in publicly funded primary schools in England, November 2010 to 2013.</p><table><tbody><tr><td><p><strong>Year</strong></p></td><td colspan="2"><p><strong>Male</strong></p></td><td colspan="2"><p><strong>Female</strong></p></td><td><p><strong>Total<sup>1</sup></strong></p></td></tr><tr><td> </td><td><p>Number</p></td><td><p>%</p></td><td><p>Number</p></td><td><p>%</p></td><td><p>Number</p></td></tr><tr><td><p>2010</p></td><td><p>27,200</p></td><td><p>14</p></td><td><p>169,000</p></td><td><p>86</p></td><td><p>196,300</p></td></tr><tr><td><p>2011</p></td><td><p>28,100</p></td><td><p>14</p></td><td><p>171,000</p></td><td><p>86</p></td><td><p>199,300</p></td></tr><tr><td><p>2012</p></td><td><p>29,200</p></td><td><p>14</p></td><td><p>174,700</p></td><td><p>86</p></td><td><p>204,200</p></td></tr><tr><td><p>2013</p></td><td><p>30,600</p></td><td><p>15</p></td><td><p>179,200</p></td><td><p>85</p></td><td><p>209,900</p></td></tr></tbody></table><p>1. Includes unspecified gender so will not equal the sum of the individual genders.</p><p>We value diversity in the workforce and want the best people in the classroom. The quality of teachers across the board is improving – the proportion of primary teachers with a 2:1 degree or better has increased from 62% in 2009/10 to 73% in 2013/14.</p><p>Nevertheless, we are keen to see more outstanding male teachers in primary schools and the trend is positive. The number of male teachers in primary schools has increased by 3,400 since 2010, whilst the proportion of male primary trainees starting programmes in 2013/14 is 21%, compared to 20% in 2012/13 and 19% in 2011/12. The proportion of male trainees starting School Direct (salaried) initial teacher training primary programmes is even higher at 28% in 2013/14, indicating that schools, when given the power to recruit their own trainees, are particularly successful in recruiting men.</p>","Biography information for Mr David Laws","Yeovil","Mr David Laws","2014-10-27","211461"
"http://data.parliament.uk/resources/100364/answer","Department for Education","<p>The model articles for academies set out the governance arrangements which we expect academy trusts to follow. They include the arrangements for appointing and electing members, directors and parent directors/governors. The Department for Education provides additional guidance on academies governance through the governors’ handbook and the academies financial handbook.</p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211474"
"http://data.parliament.uk/resources/100365/answer","Department for Education","<p>The model articles for academies set out the governance arrangements which we expect academy trusts to follow. They include the arrangements for appointing and electing members, directors and parent directors/governors. The Department for Education provides additional guidance on academies governance through the governors’ handbook and the academies financial handbook.</p><p> </p>","Biography information for Edward Timpson","Crewe and Nantwich","Mr Edward Timpson","2014-10-27","211475"
"http://data.parliament.uk/resources/100366/answer","Department for Energy and Climate Change","<p>In 2009 the Renewables Obligation Order introduced the requirements for generating stations using biomass fuels to report against sustainability criteria. The dataset for the fourth reporting year (2012-2013) against these criteria has been published, and details the types of biomass used:</p><p><a href="https://www.ofgem.gov.uk/publications-and-updates/biomass-sustainability-dataset-2012-13" target="_blank">https://www.ofgem.gov.uk/publications-and-updates/biomass-sustainability-dataset-2012-13</a>.</p>","Biography information for Amber Rudd","Hastings and Rye","Amber Rudd","2014-10-28","211560"
"http://data.parliament.uk/resources/100367/answer","Department for Energy and Climate Change","<p>In 2009 the Renewables Obligation Order introduced the requirements for generating stations using biomass fuels to report against sustainability criteria. Datasets for four reporting years have been published. These detail the types of biomass used. The dataset for 2012-13 is at:</p><p><a href="https://www.ofgem.gov.uk/publications-and-updates/biomass-sustainability-dataset-2012-13" target="_blank">https://www.ofgem.gov.uk/publications-and-updates/biomass-sustainability-dataset-2012-13</a>.</p><p>The dataset for 2011-12 is at:</p><p><a href="https://www.ofgem.gov.uk/publications-and-updates/annual-sustainability-report-2011-2012" target="_blank">https://www.ofgem.gov.uk/publications-and-updates/annual-sustainability-report-2011-2012</a>.</p><p>The dataset for 2010-11 is at:</p><p><a href="https://www.ofgem.gov.uk/publications-and-updates/annual-sustainability-report-2010-11" target="_blank">https://www.ofgem.gov.uk/publications-and-updates/annual-sustainability-report-2010-11</a>.</p><p>The dataset does not provide a comparable breakdown by roundwood, diseased trees, broken branches, unused sawdust that would otherwise go to waste and other wood used by Drax and other biomass power stations except where generators have provided further descriptions of the material used, in addition to the reporting requirements.</p><p>The reporting requirements include the following: fuel name, biomass type and biomass form.</p><p>Our intention is for the sustainability criteria to become mandatory from April 2015 for stations of 1MW and above wishing to claim support under the Renewables Obligation, Renewable Heat Incentive, Investment Contracts and future Contracts for Difference.</p>","Biography information for Amber Rudd","Hastings and Rye","Amber Rudd","2014-10-28","211561"
"http://data.parliament.uk/resources/100368/answer","Department for Energy and Climate Change","<p>The Bioenergy Strategy 2012 defined a set of low-risk energy deployment pathway, opposed to high risk pathways, for biomass combusted for power generation. These included:</p><p>· Using wastes for energy where it maximises carbon and cost effectiveness and where it is consistent with the waste hierarchy</p><p>· Using sustainable biomass as a transitional fuel to reduce carbon emissions from current coal power generation</p><p>· The promotion of combined heat and power generation to make more efficient use of biomass resources</p><p>The Department has acted to support biomass deployment in line with these pathways. Information on the capacity of and generation from these sources is publically available and published as part of the Digest of UK Energy Statistics:</p><p><a href="https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes" target="_blank">https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes</a>.</p><p> </p>","Biography information for Amber Rudd","Hastings and Rye","Amber Rudd","2014-10-28","211559"
"http://data.parliament.uk/resources/100369/answer","Department for Environment, Food and Rural Affairs","<p>In September 2013 the Government published the UK Five Year Antimicrobial Resistance (AMR) Strategy 2013 to 2018 which is led by the Department of Health, Public Health England and Defra. An annual progress report and implementation plan for the strategy is due for publication in November. This report will describe progress in implementing the strategy. It will include the further measures on animal health to be taken over the next four years to respond to the risk of AMR and to promote the responsible use of antibiotics.</p><p> </p>","Biography information for George Eustice","Camborne and Redruth","George Eustice","2014-10-29","211636"
"http://data.parliament.uk/resources/100370/answer","Department for Environment, Food and Rural Affairs","<p>We have made no estimate of the amount of land occupied by solar panels which was arable land useable for economically farmed fruits or vegetables.</p><p> </p>","Biography information for George Eustice","Camborne and Redruth","George Eustice","2014-10-27","211405"
"http://data.parliament.uk/resources/100371/answer","Department for Environment, Food and Rural Affairs","<p>The decision to make land covered by solar panels ineligible for the CAP Basic Payment Scheme reflects the fact that agriculture is no longer the predominant use of such land. The Government wants farmers to prioritise making the best use of their land for agriculture and food production. However, we have made no estimate of the potential annual reduction in generating capacity.<br></p>","Biography information for George Eustice","Camborne and Redruth","George Eustice","2014-10-27","211422"
"http://data.parliament.uk/resources/100372/answer","Department for Energy and Climate Change","<p>The UK Government is bringing in sustainability criteria for those supplying biomass under the RO and RHI. These were initially introduced as reporting requirements from April 2014, with the intention of bringing in mandatory criteria from April 2015. No data has yebeen published.</p><p>In order to calculate the greenhouse gas saving of a fuel, suppliers are required to sum each of the emission components but are not required to report the component savings. It is the responsibility of generators to determine where in their supply chain the saving is made.</p><p>Power suppliers using bioliquids have had to comply with the Renewable Energy Directive’s sustainability criteria since 2011, which includes a 35% minimum greenhouse gas emissions saving. Ofgem reports on these emissions, the most recent figures are found in the Renewable Obligation annual report:</p><p><a href="https://www.ofgem.gov.uk/ofgem-publications/86392/roannualreport2012-13final.pdf" target="_blank">https://www.ofgem.gov.uk/ofgem-publications/86392/roannualreport2012-13final.pdf</a>.</p>","Biography information for Amber Rudd","Hastings and Rye","Amber Rudd","2014-10-28","211440"
"http://data.parliament.uk/resources/100373/answer","Department for Energy and Climate Change","<p>The main mechanism of support for biomass1 power generation is the Renewables Obligation (RO). An estimate of support can be made by applying the share of RO certificates (ROCs) redeemed by suppliers, originating from biomass generation, to overall RO expenditure. This is given in the table below for 2011/12 to 2013/14.</p><p> </p><p> </p><p> </p><table><tbody><tr><td> </td><td><p><em>RO total expenditure (£m nominal)</em></p></td><td><p><em>Biomass share of ROCs redeemed (%)</em></p></td><td><p><em>Estimated biomass support under the RO (£m nominal)</em></p></td></tr><tr><td><p><strong><em>2011/12</em></strong></p></td><td><p>1,458</p></td><td><p>33.5</p></td><td><p>488.4</p></td></tr><tr><td><p><strong><em>2012/13</em></strong></p></td><td><p>1,991</p></td><td><p>31.9</p></td><td><p>635.1</p></td></tr><tr><td><p><strong><em>2013/14 (P)</em></strong></p></td><td><p>2,599</p></td><td><p>27.9</p></td><td><p>725.1</p></td></tr></tbody></table><p> </p><p> </p><p> </p><p>2013/14 data are provisional, Ofgem’s annual report will be published in February 2015.</p><p> </p><p>RO expenditure published in Ofgem’s RO annual reports, available at:</p><p> </p><p><a href="https://www.ofgem.gov.uk/environmental-programmes/renewables-obligation-ro" target="_blank">https://www.ofgem.gov.uk/environmental-programmes/renewables-obligation-ro</a></p><p> </p><p>ROCs redeemed by technology available at:</p><p> </p><p><a href="https://www.renewablesandchp.ofgem.gov.uk/Public/ReportManager.aspx?ReportVisibility=1&amp;ReportCategory=0" target="_blank">https://www.renewablesandchp.ofgem.gov.uk/Public/ReportManager.aspx?ReportVisibility=1&amp;ReportCategory=0</a> <em>(Compliance certificates report)</em>.</p><p> </p><p>Domestic combustion of biomass in the UK is currently supported by the Renewable Heat Incentive (RHI), but was previously covered by the Renewable Heat Premium Payment (RHPP) until April 2014. The table below gives figures for the amount of subsidy biomass boilers received in the last 3 years:</p><p> </p><p> </p><p> </p><table><tbody><tr><td><p><strong>Year</strong></p></td><td><p><strong>Total Spend on Biomass Boilers (Nominal Prices)</strong></p></td></tr><tr><td><p>2014</p></td><td><p>£1.9m</p></td></tr><tr><td><p>2013</p></td><td><p>£1.5m</p></td></tr><tr><td><p>2012</p></td><td><p>£0.9m</p></td></tr></tbody></table><p> </p><p> </p><p> </p><p> </p><p> </p><p><em><strong>[1]</strong></em><em> There is no single category for “biomass” under the RO. In this answer, we have defined biomass as the following generation types: Anaerobic Digestion, ACT, bioliquids, dedicated biomass, biomass conversions, EfW, landfill and sewage gas and CHP technologies. </em></p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p>","Biography information for Amber Rudd","Hastings and Rye","Amber Rudd","2014-10-29","211441"
"http://data.parliament.uk/resources/100374/answer","Foreign and Commonwealth Office","<p>The UK is committed to ensuring that Iran does not develop a nuclear weapons capability. A comprehensive agreement between the E3+3 [P5+1] and Iran is the best way to ensure the exclusively peaceful nature of Iran’s nuclear programme.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-27","211460"
"http://data.parliament.uk/resources/100375/answer","Foreign and Commonwealth Office","<p>We are strongly opposed to any attempts to change the facts on the ground in the West Bank by increasing the number of settlers living there. Such acts raise tensions and undermine prospects for peace. During my visit to Israel and the Occupied Palestinian Territories between 5-8 October, I discussed my strong concerns about the issue of settlements and land expropriation with the Israeli Justice Minister on 6 October. Discussions are continuing in Brussels on how the EU can best discourage settlement expansion, and the UK is working closely with other Member States to that end.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-12-17","211443"
"http://data.parliament.uk/resources/100376/answer","Foreign and Commonwealth Office","<p>We are strongly opposed to any attempts to change the facts on the ground in the East Jerusalem by increasing the number of settlers living there. Such acts raise tensions and undermine prospects for peace. During my visit to Israel and the Occupied Palestinian Territories between 5-8 October, I discussed my strong concerns about the issue of settlements and land expropriation with the Israeli Justice Minister on 6 October. Discussions are continuing in Brussels on how the EU can best discourage settlement expansion, and the UK is working closely with other Member States to that end.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-29","211444"
"http://data.parliament.uk/resources/100377/answer","Foreign and Commonwealth Office","<p>During my recent visit to Israel and the Occupied Palestinian Territories, I visited the E1 area and met members of the Bedouin community living there who face relocation by the Israeli authorities. They told me that they had no wish to leave, and expressed their fears of being forcibly transferred to make way for the construction of Israeli settlements. Such a move would seriously threaten the possibility of a contiguous Palestinian state, and according to the UN would be contrary to international humanitarian law. Discussions are continuing in Brussels on how the EU can best discourage settlement expansion, and the UK is working closely with other Member States to that end.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-29","211445"
"http://data.parliament.uk/resources/100378/answer","Foreign and Commonwealth Office","<p>The UK has an independent foreign policy. However, the UK places great emphasis on the special relationship it holds with the US, and will continue to work with them on the most pressing challenges facing the world today. Our partnership has a very clear common agenda: ensuring our security, delivering economic growth and stability at home and across the world, and promoting our shared values.</p>","Biography information for Mr Hugo Swire","East Devon","Mr Hugo Swire","2014-10-27","211408"
"http://data.parliament.uk/resources/100379/answer","Foreign and Commonwealth Office","<p>Since January 2014, we estimate that in Gaza over 1,475 Palestinians have been killed and over 5,000 injured. We have not made any estimates of how many Israelis have been killed or injured in the same period, but during the recent Gaza crisis six Israeli civilians were killed (including one child). On 22 October, a three month old child was killed, while seven others were injured when a Palestinian drove his car into a light rail stop in East Jerusalem.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-27","211484"
"http://data.parliament.uk/resources/100380/answer","Foreign and Commonwealth Office","We are aware of reports in the public domain of the use by ISIL in Kobani of industrial chemicals as weapons. We condemn unreservedly all and any use of chemical weapons. Use is a breach of international norms. Any party using chemical weapons should be brought to justice.","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-27","211494"
