"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/426299","2015-11-09","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, what facilities are in place to enable staff based at the tax credit office in Preston to pay money out of their wages into the Guild Money Credit Union.","Biography information for Mr Mark Hendrick","Mr Mark Hendrick","House of Commons Tabled Parliamentary Question 2015/16 14910","14910"
"http://data.parliament.uk/resources/426300","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, what plans he or Ministers in his Department have to attend the heats and further stages of the Bar National Mock Trials Competition.","Biography information for Mr Mark Hendrick","Mr Mark Hendrick","House of Commons Tabled Parliamentary Question 2015/16 14838","14838"
"http://data.parliament.uk/resources/426301","2015-11-09","Women and Equalities","2015-11-04","To ask the Minister for Women and Equalities, pursuant to the Answer of 9 July 2015 to Question 4418, which women's (a) rugby, (b) cricket and (c) football matches she has attended in an official capacity since taking office.","Biography information for Mr Mark Hendrick","Mr Mark Hendrick","House of Commons Tabled Parliamentary Question 2015/16 14833","14833"
"http://data.parliament.uk/resources/426302","2015-11-06","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, if his Department will investigate the potential merits of arms-length funding to support community journalism and independent news start-ups to promote informed citizenship.","Biography information for Ian C. Lucas","Ian C. Lucas","House of Commons Tabled Parliamentary Question 2015/16 14719","14719"
"http://data.parliament.uk/resources/426303","2015-11-06","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, when Ofcom plans to publish its report on measuring frameworks for media plurality.","Biography information for Ian C. Lucas","Ian C. Lucas","House of Commons Tabled Parliamentary Question 2015/16 14720","14720"
"http://data.parliament.uk/resources/426304","2015-11-06","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, how the Government plans to implement Lord Leveson's recommendation that regulatory authorities should be able to impose structural remedies and remedies which will change behaviour which can relate, if appropriate, to editorial independence and journalistic standards.","Biography information for Ian C. Lucas","Ian C. Lucas","House of Commons Tabled Parliamentary Question 2015/16 14742","14742"
"http://data.parliament.uk/resources/426305","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, whether Sir Peter Hendy's work to re-plan the Network Rail enhancements programme in Control Period 5, 2014-19, takes account of maximising the journey time benefit for the South West peninsula by use of the new high-speed AT300 trains which are due to be introduced in December 2018.","Biography information for Oliver Colvile","Oliver Colvile","House of Commons Tabled Parliamentary Question 2015/16 14781","14781"
"http://data.parliament.uk/resources/426306","2015-11-06","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, whether he plans to revise his Department's position on the European Commission's Green Paper on safety of tourism accommodation services to take account of the recent coroner's report on the death of Christi and Bobby Shepherd.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14754","14754"
"http://data.parliament.uk/resources/426307","2015-11-09","Ministry of Defence","2015-11-04","To ask the Secretary of State for Defence, pursuant to the Answer of 7 September 2015 to Question 8364, (a) how many and (b) in which countries British military personnel were embedded in (i) each of the last five years and (ii) 2015 to date.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14819","14819"
"http://data.parliament.uk/resources/426308","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, if she will make an assessment of the costs and benefits to the UK of implementation of the original EU Waste Framework Directive.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14706","14706"
"http://data.parliament.uk/resources/426309","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, if she will make an assessment of the costs and benefits to the UK of implementation of the EU Waste Oils Directive.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14707","14707"
"http://data.parliament.uk/resources/426310","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, if she will make an assessment of the costs and benefits to the UK of implementation of the EU Hazardous Waste Directive.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14708","14708"
"http://data.parliament.uk/resources/426311","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, pursuant to the Answer of 30 October 2015 to Question 13685, if she will make an assessment of the monetary benefits arising from implementation of the revised EU Waste Framework Directive in each of the last four years.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2015/16 14733","14733"
"http://data.parliament.uk/resources/426312","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, pursuant to his contribution of 28 October 2015, Official Report, column 429, on junior doctors hours, if he will publish the evidence that hospitals are not rostering enough junior doctors at weekends.","Biography information for Karin Smyth","Karin Smyth","House of Commons Tabled Parliamentary Question 2015/16 14875","14875"
"http://data.parliament.uk/resources/426313","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what the total bill for junior doctors was in each of the last five years; and how many junior doctors were employed in each of those years.","Biography information for Karin Smyth","Karin Smyth","House of Commons Tabled Parliamentary Question 2015/16 14841","14841"
"http://data.parliament.uk/resources/426314","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what estimate he has made of the number of junior doctors who have opted out of the European Working Time Directive.","Biography information for Karin Smyth","Karin Smyth","House of Commons Tabled Parliamentary Question 2015/16 14840","14840"
"http://data.parliament.uk/resources/426315","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what representations he has received about lack of junior doctor cover at weekends.","Biography information for Karin Smyth","Karin Smyth","House of Commons Tabled Parliamentary Question 2015/16 14842","14842"
"http://data.parliament.uk/resources/426316","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how he plans to assess whether clinical commissioning groups in England have met the NHS England planning guidance requirement to give real terms spending increases to mental health services in 2015-16.","Biography information for Rehman Chishti","Rehman Chishti","House of Commons Tabled Parliamentary Question 2015/16 14957","14957"
"http://data.parliament.uk/resources/426317","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what discussions he has had with the Chief Executive of NHS England on spending on mental health services during 2015-16.","Biography information for Rehman Chishti","Rehman Chishti","House of Commons Tabled Parliamentary Question 2015/16 14958","14958"
"http://data.parliament.uk/resources/426318","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how much each clinical commissioning group spent on mental health services in England in each year from 2013-14 to 2015-16.","Biography information for Rehman Chishti","Rehman Chishti","House of Commons Tabled Parliamentary Question 2015/16 14961","14961"
"http://data.parliament.uk/resources/426319","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how much NHS England spent on mental health services in England for each year from 2010-11 to 2015-16.","Biography information for Rehman Chishti","Rehman Chishti","House of Commons Tabled Parliamentary Question 2015/16 14960","14960"
"http://data.parliament.uk/resources/426320","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what discussions he has had with the Chief Executive of Monitor on spending on mental health services during 2015-16.","Biography information for Rehman Chishti","Rehman Chishti","House of Commons Tabled Parliamentary Question 2015/16 14959","14959"
"http://data.parliament.uk/resources/426321","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, if he will include commitments on the quality and provision of urgent care in his next annual Mandate to NHS England.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2015/16 14915","14915"
"http://data.parliament.uk/resources/426322","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what assessment he has made of the effect of the planned increase in the national minimum wage on the level of provision of care homes.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2015/16 14705","14705"
"http://data.parliament.uk/resources/426323","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, how many telephone calls to NHS 111 that were categorised as life threatening in the South East Coast NHS Ambulance Service NHS Foundation Trust area waited longer than eight minutes during the project the Trust ran on how emergency calls were dealt with in winter 2014-15.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2015/16 14768","14768"
"http://data.parliament.uk/resources/426324","2015-11-09","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, who has overall ministerial responsibility for meeting the objectives set out in Fixing the foundations: creating a more prosperous nation, CM9098, published in July 2015.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2015/16 14839","14839"
"http://data.parliament.uk/resources/426325","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what assessment his Department has made of the adequacy of car parking facilities at NHS hospitals; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 14725","14725"
"http://data.parliament.uk/resources/426326","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what assessment his Department has made of the (a) affordability for and (b) effect on (i) patients and (ii) carers of hospital car parking; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 14726","14726"
"http://data.parliament.uk/resources/426327","2015-11-09","Department of Health","2015-11-04","To ask the Secretary of State for Health, what estimate his Department has made of the number of people caring full-time for a relative; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 14774","14774"
"http://data.parliament.uk/resources/426328","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what proportion of people diagnosed with anorexia nervosa or bulimia nervosa requested and were granted access to local specialist mental health in-patient beds in the last year for which figures are available.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14747","14747"
"http://data.parliament.uk/resources/426329","2015-11-06","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, whether the Government plans to accept into the UK refugee children from Syria who are travelling unaccompanied within Europe.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14691","14691"
"http://data.parliament.uk/resources/426330","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what proportion of women with perinatal mental health problems had access to specialist counselling in the last year for which figures are available.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14686","14686"
"http://data.parliament.uk/resources/426331","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how much his Department has assigned to providing mental health services for patients with stroke diagnoses for 2015-16.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14687","14687"
"http://data.parliament.uk/resources/426332","2015-11-06","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, how many complainants have agreed to special measures applied in court in cases of (a) childhood and (b) domestic abuse in the last five years.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14685","14685"
"http://data.parliament.uk/resources/426333","2015-11-06","Department for International Development","2015-11-04","To ask the Secretary of State for International Development, whether her Department is developing programmes to tackle the (a) interconnectivity of domestic abuse and disability and (b) interconnections between other vulnerable groups.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14688","14688"
"http://data.parliament.uk/resources/426334","2015-11-06","Department for International Development","2015-11-04","To ask the Secretary of State for International Development, how her Department identifies vulnerable refugees with intellectual impairment; and what support is provided to such people.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14689","14689"
"http://data.parliament.uk/resources/426335","2015-11-06","Department for International Development","2015-11-04","To ask the Secretary of State for International Development, how much support her Department makes available to refugees who have experienced trauma.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14690","14690"
"http://data.parliament.uk/resources/426336","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, what proportion of slaughter houses have CCTV.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14746","14746"
"http://data.parliament.uk/resources/426337","2015-11-06","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, what estimate he has made of the proportion of households in East Kilbride, Strathaven and Lesmahagow constituency that have access to superfast broadband.","Biography information for Dr Lisa Cameron","Dr Lisa Cameron","House of Commons Tabled Parliamentary Question 2015/16 14748","14748"
"http://data.parliament.uk/resources/426338","2015-11-09","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, whether it is proposed for welfare payments made by the Scottish Government, provided for under any Act arising from the Scotland Bill, to count as income for the purposes of calculating tax credits.","Biography information for Deidre Brock","Deidre  Brock","House of Commons Tabled Parliamentary Question 2015/16 14750","14750"
"http://data.parliament.uk/resources/426339","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, whether she supports the development of a sustainable and integrated small-scale renewables sector in Northern Ireland.","Biography information for Danny Kinahan","Danny Kinahan","House of Commons Tabled Parliamentary Question 2015/16 14786","14786"
"http://data.parliament.uk/resources/426340","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, what assessment she has made of the effect on the competitive parity of the Northern Ireland energy sector with that sector in other countries of the UK of the decision not to introduce a small-scheme feed-in tariff scheme.","Biography information for Danny Kinahan","Danny Kinahan","House of Commons Tabled Parliamentary Question 2015/16 14787","14787"
"http://data.parliament.uk/resources/426341","2015-11-06","Department for Education","2015-11-04","To ask the Secretary of State for Education, what discussions she has had with her counterpart in the Northern Ireland Executive on the need for that Executive further to help increase shared and integrated education.","Biography information for Danny Kinahan","Danny Kinahan","House of Commons Tabled Parliamentary Question 2015/16 14783","14783"
"http://data.parliament.uk/resources/426342","2015-11-06","Northern Ireland Office","2015-11-04","To ask the Secretary of State for Northern Ireland, what discussions she has had with the Northern Ireland Executive on further plans to increase the provision of shared and integrated education.","Biography information for Danny Kinahan","Danny Kinahan","House of Commons Tabled Parliamentary Question 2015/16 14784","14784"
"http://data.parliament.uk/resources/426343","2015-11-06","Northern Ireland Office","2015-11-04","To ask the Secretary of State for Northern Ireland, what discussions she has had with the Northern Ireland Executive on ensuring that as many schools as possible receive Shared Education Signature Project funding.","Biography information for Danny Kinahan","Danny Kinahan","House of Commons Tabled Parliamentary Question 2015/16 14785","14785"
"http://data.parliament.uk/resources/426344","2015-11-06","Department for International Development","2015-11-04","To ask the Secretary of State for International Development, what discussions she has had with the Chancellor of the Exchequer on introducing a facility for rolling-over funding in her Department's budget in order to avoid an expenditure being concentrated at the end of financial years and to ensure that annual targets for development expenditure are met.","Biography information for Richard Fuller","Richard Fuller","House of Commons Tabled Parliamentary Question 2015/16 14710","14710"
"http://data.parliament.uk/resources/426345","2015-11-06","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, what proposals for changes to legislation he plans to make concerning the buying and selling of consumers' personal data.","Biography information for Mr Barry Sheerman","Mr Barry Sheerman","House of Commons Tabled Parliamentary Question 2015/16 14964","14964"
"http://data.parliament.uk/resources/426346","2015-11-06","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, what representations he has received from (a) businesses, (b) regulators and (c) the public on the terms and conditions of the sale of products and services that concern consumers' personal and private data.","Biography information for Mr Barry Sheerman","Mr Barry Sheerman","House of Commons Tabled Parliamentary Question 2015/16 14965","14965"
"http://data.parliament.uk/resources/426347","2015-11-06","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, if he will make an assessment of the effect on the viability and competitiveness of the imposition of VAT and duty on products shipped by UK oil refineries to another UK customs bonded oil storage location at the point of departure from the refinery.","Biography information for Angus Brendan MacNeil","Angus Brendan MacNeil","House of Commons Tabled Parliamentary Question 2015/16 14896","14896"
"http://data.parliament.uk/resources/426348","2015-11-06","HM Treasury","2015-11-04","To ask Mr Chancellor of the Exchequer, what his policy is on VAT and duty in respect of UK refinery manufactured finished petroleum products compared to imported fuels when products leave the UK customs bonded oil storage location.","Biography information for Angus Brendan MacNeil","Angus Brendan MacNeil","House of Commons Tabled Parliamentary Question 2015/16 14897","14897"
"http://data.parliament.uk/resources/426349","2015-11-06","Department for Culture, Media and Sport","2015-11-04","To ask the Secretary of State for Culture, Media and Sport, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14899","14899"
"http://data.parliament.uk/resources/426350","2015-11-06","Department for Education","2015-11-04","To ask the Secretary of State for Education, what average time her Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14900","14900"
"http://data.parliament.uk/resources/426351","2015-11-06","Department for Energy and Climate Change","2015-11-04","To ask the Secretary of State for Energy and Climate Change, what average time her Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14901","14901"
"http://data.parliament.uk/resources/426352","2015-11-06","Department for Environment, Food and Rural Affairs","2015-11-04","To ask the Secretary of State for Environment, Food and Rural Affairs, what average time her Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14902","14902"
"http://data.parliament.uk/resources/426353","2015-11-06","Foreign and Commonwealth Office","2015-11-04","To ask the Secretary of State for Foreign and Commonwealth Affairs, if the Government will support a UN Inquiry into human violations against the Rohingya.","Biography information for Stephen Twigg","Stephen Twigg","House of Commons Tabled Parliamentary Question 2015/16 14884","14884"
"http://data.parliament.uk/resources/426354","2015-11-06","Foreign and Commonwealth Office","2015-11-04","To ask the Secretary of State for Foreign and Commonwealth Affairs, what impact assessment he has made of the proposed closure of the Visa and Entry Clearance Office in Dhaka; and if he will make a statement.","Biography information for Mr David Anderson","Mr David Anderson","House of Commons Tabled Parliamentary Question 2015/16 14883","14883"
"http://data.parliament.uk/resources/426355","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how many midwives per 1,000 births there were in each region of England in each of the last 10 years.","Biography information for Mr Andrew Smith","Mr Andrew Smith","House of Commons Tabled Parliamentary Question 2015/16 14967","14967"
"http://data.parliament.uk/resources/426356","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how many lipid clinics there are in (a) England and (b) each clinical commissioning group.","Biography information for Jim Fitzpatrick","Jim Fitzpatrick","House of Commons Tabled Parliamentary Question 2015/16 14885","14885"
"http://data.parliament.uk/resources/426357","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how many lipidologists work within NHS England in (a) England and (b) each clinical commissioning group.","Biography information for Jim Fitzpatrick","Jim Fitzpatrick","House of Commons Tabled Parliamentary Question 2015/16 14886","14886"
"http://data.parliament.uk/resources/426358","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what discussions he has had with the Chief Executive of NHS England about perinatal mental health services; and what plans he has to improve such services.","Biography information for Rehman Chishti","Rehman Chishti","House of Commons Tabled Parliamentary Question 2015/16 14962","14962"
"http://data.parliament.uk/resources/426359","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14903","14903"
"http://data.parliament.uk/resources/426360","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, how much the NHS has spent on maternity services in each of the last 10 years.","Biography information for Mr Andrew Smith","Mr Andrew Smith","House of Commons Tabled Parliamentary Question 2015/16 14966","14966"
"http://data.parliament.uk/resources/426361","2015-11-06","Department for International Development","2015-11-04","To ask the Secretary of State for International Development, what average time her Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14904","14904"
"http://data.parliament.uk/resources/426362","2015-11-06","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14905","14905"
"http://data.parliament.uk/resources/426363","2015-11-06","Scotland Office","2015-11-04","To ask the Secretary of State for Scotland, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14906","14906"
"http://data.parliament.uk/resources/426364","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14907","14907"
"http://data.parliament.uk/resources/426365","2015-11-06","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what assessment he has made of the extent to which emissions type approval requirements are met during normal on road usage of each category of road vehicle.","Biography information for Richard Burden","Richard Burden","House of Commons Tabled Parliamentary Question 2015/16 14963","14963"
"http://data.parliament.uk/resources/426366","2015-11-06","Wales Office","2015-11-04","To ask the Secretary of State for Wales, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14908","14908"
"http://data.parliament.uk/resources/426367","2015-11-06","Department for Work and Pensions","2015-11-04","To ask the Secretary of State for Work and Pensions, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14909","14909"
"http://data.parliament.uk/resources/425595","2015-11-05","Attorney General","2015-11-03","To ask the Attorney General, pursuant to the Answer of 17 September 2015 to Question 10237, when he expects to publish proposals for the future of the National Debt Fund.","Biography information for Mr Nick Hurd","Mr Nick Hurd","House of Commons Tabled Parliamentary Question 2015/16 14565","14565"
"http://data.parliament.uk/resources/425596","2015-11-06","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, if he will assess the performance of the Official Receiver during the liquidation of SSI UK.","Biography information for Anna Turley","Anna Turley","House of Commons Tabled Parliamentary Question 2015/16 14661","14661"
"http://data.parliament.uk/resources/425597","2015-11-06","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what estimate he has made of the number of people who have accessed the Government support package for people affected by the closure of the SSI steelworks in Redcar.","Biography information for Anna Turley","Anna Turley","House of Commons Tabled Parliamentary Question 2015/16 14662","14662"
"http://data.parliament.uk/resources/425598","2015-11-06","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what discussions he has had with the Prime Minister about the value of the Government support package for people affected by the closure of the SSI Steelworks in Redcar.","Biography information for Anna Turley","Anna Turley","House of Commons Tabled Parliamentary Question 2015/16 14663","14663"
"http://data.parliament.uk/resources/425599","2015-11-06","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what criteria were used to cap the value of the Government support package to £80 million for people affected by the closure of SSI Redcar.","Biography information for Anna Turley","Anna Turley","House of Commons Tabled Parliamentary Question 2015/16 14664","14664"
"http://data.parliament.uk/resources/425600","2015-11-05","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what support UKTI has provided to Rio Tinto in locations where Rio Tinto invests or plans to invest.","Biography information for Ian Lavery","Ian Lavery","House of Commons Tabled Parliamentary Question 2015/16 14508","14508"
"http://data.parliament.uk/resources/425601","2015-11-05","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what support his Department is providing to higher education institutions to increase the number of post-doctoral positions offered; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 14549","14549"
"http://data.parliament.uk/resources/425602","2015-11-05","Department for Business, Innovation and Skills","2015-11-03","To ask the Secretary of State for Business, Innovation and Skills, what steps his Department is taking to encourage retailers to source their products from ethical and sustainable sources; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 14532","14532"
"http://data.parliament.uk/resources/425603","2015-11-06","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, whether it is the Government's policy to increase the membership of the House of Lords by over 100 members during the course of this Parliament.","Biography information for Mr Mark Hendrick","Mr Mark Hendrick","House of Commons Tabled Parliamentary Question 2015/16 14479","14479"
"http://data.parliament.uk/resources/425604","2015-11-06","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, what the funding was for the Digital Inclusion team in his Department in each year for which figures are available.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2015/16 14620","14620"
"http://data.parliament.uk/resources/425605","2015-11-06","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, pursuant to the Answer of 15 October 2015 to Question 11489, when the Chief Data Officer will be appointed.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2015/16 14622","14622"
"http://data.parliament.uk/resources/425606","2015-11-06","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, pursuant to the Answer of 15 October 2015 to Question 11489, if he will make available the minutes of the Data Steering Group.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2015/16 14621","14621"
"http://data.parliament.uk/resources/425607","2015-11-05","Cabinet Office","2015-11-03","To ask the Minister for the Cabinet Office, what the suicide rate was for young men in (a) Barnsley Central constituency, (b) Yorkshire and the Humber and (c) the UK in the last five years.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2015/16 14567","14567"
"http://data.parliament.uk/resources/425608","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, how much is expected to be allocated to Northern Ireland under the National Infrastructure pipeline in each of the next five years.","Biography information for Dr Alasdair McDonnell","Dr Alasdair McDonnell","House of Commons Tabled Parliamentary Question 2015/16 14574","14574"
"http://data.parliament.uk/resources/425609","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what assessment he has made of the implications for his policies of the size of the current account balance in 2014.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14589","14589"
"http://data.parliament.uk/resources/425610","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, when he expects manufacturing output to exceed the level of quarter one in 2008.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2015/16 14590","14590"
"http://data.parliament.uk/resources/425611","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, if he will ensure that any agreement on a central registry of beneficial ownership in the British Virgin Islands will include access for the public with legitimate reason, in line with the Fourth EU Anti Money Laundering Directive.","Biography information for Dr Paul Monaghan","Dr Paul Monaghan","House of Commons Tabled Parliamentary Question 2015/16 14573","14573"
"http://data.parliament.uk/resources/425612","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, when he expects there to be an announcement on the extension of the Mersey Gateway free travel scheme to residents and businesses in Cheshire; and if he will make a statement.","Biography information for Mr George Howarth","Mr George Howarth","House of Commons Tabled Parliamentary Question 2015/16 14554","14554"
"http://data.parliament.uk/resources/425613","2015-11-05","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, how many tax returns have been filed after the deadline in each of the last five years.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2015/16 14642","14642"
"http://data.parliament.uk/resources/425614","2015-11-06","HM Treasury","2015-11-03","To ask Mr Chancellor of the Exchequer, what average time his Department took to respond to freedom of information requests in each year since 2005.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2015/16 14476","14476"
